City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,atafu village,-8.5421,-172.5159,30.01,75,79,4.61,TK,1712791022
83,ushachy,55.1786,28.6035,10.95,73,100,4.97,BY,1712791185
84,afaahiti,-17.75,-149.2833,29.93,83,100,8.19,PF,1712791171
85,sal rei,16.1833,-22.9167,21.76,77,11,6.01,CV,1712791185
86,enewetak,11.3474,162.3373,27.11,81,100,9.98,MH,1712791034
87,invercargill,-46.4,168.35,10.01,98,100,7.15,NZ,1712791109
88,upata,8.0086,-62.3989,29.55,45,47,4.6,VE,1712791186
89,songjianghe,42.1859,127.479,7.96,78,100,4.11,CN,1712791186
90,montpon-menesterol,45.0,0.1667,9.25,88,89,1.59,FR,1712791186
91,quellon,-43.1167,-73.6167,8.95,83,0,3.65,CL,1712790980
92,las khorey,11.1595,48.1967,27.37,76,0,1.53,SO,1712791186
93,constantia,44.1833,28.65,10.38,62,3,3.74,RO,1712791019
94,codajas,-3.8367,-62.0569,24.62,98,59,0.76,BR,1712791186
95,plastun,44.7561,136.2939,7.39,37,64,0.3,RU,1712791186
96,miramichi,47.0043,-65.4654,1.53,83,11,3.36,CA,1712791186
97,hadibu,12.65,54.0333,26.75,77,6,2.7,YE,1712791168
98,valparaiso,-33.0393,-71.6273,16.67,61,75,2.57,CL,1712791097
99,lebu,-37.6167,-73.65,11.8,76,93,1.34,CL,1712791109
100,mossendjo,-2.9506,12.7261,21.98,100,100,1.0,CG,1712791187
101,jayapura,-2.5333,140.7,25.66,95,99,2.26,ID,1712791187
102,kas,36.2018,29.6377,17.67,69,2,0.82,TR,1712791187
103,longyearbyen,78.2186,15.6401,-15.09,72,0,5.14,SJ,1712791187
104,nuuk,64.1835,-51.7216,-6.05,79,83,1.92,GL,1712791187
105,pasni,25.2631,63.471,25.74,71,96,1.48,PK,1712791187
106,hamilton,39.1834,-84.5333,17.35,95,100,1.79,US,1712791099
107,hasaki,35.7333,140.8333,14.05,57,30,3.52,JP,1712791131
108,nar'yan-mar,67.6713,53.087,-8.9,93,100,7.03,RU,1712791130
109,leninskoye,41.7589,69.3864,10.19,59,30,1.23,KZ,1712791187
110,vorgashor,67.5833,63.95,-24.44,100,100,2.24,RU,1712791175
111,fort bragg,35.139,-79.006,24.91,54,0,4.63,US,1712791149
112,lander,42.833,-108.7307,12.45,40,20,2.71,US,1712791188
113,begowal,31.6167,75.5167,22.27,21,100,2.44,IN,1712791157
114,nawabganj,24.5911,88.271,26.66,23,77,2.56,BD,1712791188
115,taulaga,-11.0553,-171.0883,29.81,77,55,4.19,AS,1712791188
116,san juan del sur,11.2529,-85.8705,30.12,79,40,3.09,NI,1712791188
117,chichli,22.8333,78.8167,25.44,47,100,3.15,IN,1712791188
118,ushuaia,-54.8,-68.3,1.94,97,100,1.71,AR,1712790954
119,sisimiut,66.9395,-53.6735,-5.72,74,100,1.73,GL,1712791019
120,kharovsk,59.9642,40.1912,10.64,83,100,5.4,RU,1712791189
121,el calafate,-50.3408,-72.2768,6.61,76,22,1.13,AR,1712791189
122,wailua homesteads,22.0669,-159.378,28.24,69,0,3.6,US,1712791174
123,ebon,4.582,168.6964,27.85,83,100,8.72,MH,1712791189
124,saipan,15.1355,145.701,29.39,70,40,7.72,MP,1712791015
125,shizuishan,39.2333,106.7694,12.5,27,0,3.32,CN,1712791189
126,huarmey,-10.0681,-78.1522,23.25,81,80,4.06,PE,1712791189
127,san rafael del sur,11.8485,-86.4384,34.54,51,88,3.25,NI,1712791189
128,puerto san jose,13.9256,-90.8244,30.54,63,79,4.41,GT,1712791189
129,qamdo,31.1667,97.2333,-4.58,84,30,0.27,CN,1712791189
130,puerto leguizamo,-0.1934,-74.7819,24.4,94,86,0.66,CO,1712791190
131,nezhinka,51.7676,55.3694,5.09,100,0,1.0,RU,1712791190
132,kodiak,57.79,-152.4072,1.73,55,75,3.6,US,1712791127
133,otaru,43.1894,141.0022,7.91,47,9,0.6,JP,1712791190
134,opuwo,-18.0607,13.84,19.18,51,0,0.86,NA,1712791190
135,telciu,47.4333,24.4,14.03,82,13,2.82,RO,1712791190
136,khanbari,27.3747,87.2039,19.58,26,0,1.52,NP,1712791190
137,gotsucho,35.0,132.2167,13.36,72,100,3.49,JP,1712791190
138,lompoc,34.6391,-120.4579,23.77,67,0,7.2,US,1712790928
139,bhadarwah,32.9833,75.7167,7.52,64,98,1.22,IN,1712791190
140,aasiaat,68.7098,-52.8699,-8.62,81,100,2.09,GL,1712791150
141,east london,-33.0153,27.9116,16.28,74,91,7.84,ZA,1712791190
142,west island,-12.1568,96.8225,26.99,74,77,4.12,CC,1712791013
143,eureka,40.8021,-124.1637,25.97,83,100,5.32,US,1712790984
144,jamestown,42.097,-79.2353,16.77,63,100,0.0,US,1712791191
145,whitehorse,60.7161,-135.0538,2.64,70,100,3.13,CA,1712791014
146,katsuura,35.1333,140.3,13.79,65,45,3.54,JP,1712791191
147,kailua-kona,19.6406,-155.9956,26.98,79,40,5.14,US,1712791191
148,sungai penuh,-2.0833,101.3833,18.57,94,100,2.54,ID,1712791191
149,ripoll,42.2006,2.1903,8.01,75,1,1.34,ES,1712791191
150,viedma,-40.8135,-62.9967,12.17,52,68,2.8,AR,1712790774
151,naze,28.3667,129.4833,20.51,65,100,4.03,JP,1712791191
152,bamboo flat,11.7,92.7167,27.52,79,100,2.51,IN,1712791191
153,olyokminsk,60.3736,120.4264,-2.26,80,98,1.91,RU,1712791192
154,st. john's,47.5649,-52.7093,-1.13,81,20,3.6,CA,1712791148
