City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,villa gesell,-37.2639,-56.973,14.47,53,71,8.21,AR,1712791212
365,carnarvon,-24.8667,113.6333,23.56,57,6,4.15,AU,1712791212
366,yorkton,51.2167,-102.4677,11.91,37,20,11.32,CA,1712791178
367,santa ana,33.7456,-117.8678,31.6,36,0,4.63,US,1712791043
368,zheleznodorozhnyy,55.7503,38.0042,15.2,93,48,3.13,RU,1712791133
369,yemva,62.59,50.8594,1.42,100,100,2.67,RU,1712791212
370,armacao de buzios,-22.7469,-41.8817,26.03,88,0,4.54,BR,1712791212
371,palmer,42.1584,-72.3287,15.31,67,100,2.57,US,1712791212
372,conceicao das alagoas,-19.9147,-48.3883,27.88,65,62,1.53,BR,1712791213
373,genhe,50.7833,121.5167,-0.82,61,50,0.52,CN,1712791050
374,dzhangala,49.2167,50.3333,12.88,90,7,4.94,KZ,1712791213
375,fisterra,42.9049,-9.2629,12.64,73,100,3.98,ES,1712791213
376,dalandzadgad,43.5708,104.425,11.5,30,93,3.45,MN,1712791213
377,chibougamau,49.9168,-74.3659,2.91,97,100,2.21,CA,1712791038
378,peniche,39.3558,-9.3811,16.17,62,100,5.87,PT,1712791082
379,murghob,38.1702,73.9667,-6.26,73,100,2.62,TJ,1712791213
380,tannum sands,-23.9504,151.3693,21.94,49,0,2.57,AU,1712791213
381,kofele,7.0667,38.7833,10.93,90,21,3.32,ET,1712791213
382,homosassa springs,28.8036,-82.5759,28.41,74,100,0.45,US,1712790950
383,port blair,11.6667,92.75,28.12,79,100,2.75,IN,1712791076
384,kingston,17.997,-76.7936,29.53,72,20,10.29,JM,1712790993
385,pavlogradka,54.2024,73.5592,0.3,96,100,4.78,RU,1712791214
386,port moresby,-9.4431,147.1797,27.86,75,93,3.92,PG,1712790904
387,slonim,53.0867,25.3219,10.09,70,100,4.77,BY,1712791214
388,columbia,34.0007,-81.0348,24.17,62,20,5.66,US,1712790921
389,remire-montjoly,4.9167,-52.2667,28.02,83,75,3.6,GF,1712791136
390,chernyshevskiy,63.0128,112.4714,-15.72,86,85,3.34,RU,1712791128
391,lerwick,60.1545,-1.1494,8.0,98,100,7.61,GB,1712791214
392,severo-yeniseyskiy,60.3725,93.0408,-19.43,100,100,1.38,RU,1712791144
393,kavaratti,10.5669,72.642,28.79,69,67,3.49,IN,1712791018
394,emerald,-23.5333,148.1667,20.75,34,0,6.82,AU,1712791200
395,hirara,24.8,125.2833,22.92,94,75,4.63,JP,1712791214
396,dingzhou,38.5131,114.9956,11.28,68,0,0.87,CN,1712791003
397,mount gambier,-37.8333,140.7667,14.6,67,100,3.13,AU,1712791215
398,xihe,31.6864,113.4659,14.57,94,55,1.81,CN,1712791215
399,glace bay,46.1969,-59.957,1.14,78,0,4.63,CA,1712791215
400,kharp,66.8014,65.8081,-29.05,98,37,2.05,RU,1712791215
401,vernon,50.2581,-119.2691,17.94,30,78,1.54,CA,1712791132
402,altamira,-3.2033,-52.2064,24.52,95,94,0.98,BR,1712791006
403,sao gabriel da cachoeira,-0.1303,-67.0892,25.22,95,100,1.01,BR,1712791215
404,debark',13.1561,37.8981,14.44,18,19,1.35,ET,1712791215
405,usinsk,65.9939,57.5281,-16.63,94,79,3.58,RU,1712791215
406,fukuecho,32.6881,128.8419,15.2,82,75,1.54,JP,1712791215
407,dubbo,-32.25,148.6167,14.07,62,0,3.6,AU,1712791215
408,lorengau,-2.0226,147.2712,27.11,81,100,1.05,PG,1712791215
409,maba,24.6841,113.5984,19.99,23,97,0.9,CN,1712791216
410,amungan,15.3652,119.9582,27.64,69,46,2.27,PH,1712791216
411,walvis bay,-22.9575,14.5053,15.54,85,1,1.64,NA,1712791026
412,parauapebas,-6.0675,-49.9022,24.58,95,93,0.45,BR,1712791216
413,rocky mountain house,52.3668,-114.9188,10.06,22,55,2.06,CA,1712791207
414,paranagua,-25.52,-48.5092,22.81,96,16,0.3,BR,1712791032
415,kapit,2.0167,112.9333,22.95,99,62,0.43,MY,1712791216
416,weno,7.4515,151.8468,27.97,94,100,3.09,FM,1712791048
417,ponta delgada,37.7333,-25.6667,18.44,94,75,4.63,PT,1712791216
418,monte alegre,-2.0078,-54.0692,25.06,91,55,1.19,BR,1712791216
419,pisco,-13.7,-76.2167,23.03,78,0,5.66,PE,1712791216
420,jalai nur,49.45,117.7,4.47,78,100,2.48,CN,1712791216
421,lilongwe,-13.9669,33.7873,19.66,86,16,0.79,MW,1712791217
422,nadym,65.5333,72.5167,-30.58,100,72,0.65,RU,1712791217
423,sinabang,2.4803,96.3801,26.17,88,98,1.78,ID,1712791217
424,zaozersk,69.4005,32.4476,3.11,95,100,7.51,RU,1712791217
425,conceicao do araguaia,-8.2578,-49.2647,24.9,92,58,0.21,BR,1712791217
426,santa marta,11.2408,-74.199,32.03,60,20,6.26,CO,1712790979
427,labrador city,52.9463,-66.9114,2.95,32,0,2.06,CA,1712791199
428,chiras,35.4167,65.9823,2.81,65,5,4.05,AF,1712791217
429,sumbe,-11.2061,13.8437,25.98,85,57,2.71,AO,1712791217
430,sumbuya,7.6467,-11.9611,26.04,86,84,1.48,SL,1712791218
431,juneau,58.3019,-134.4197,6.34,90,100,8.75,US,1712791022
432,hurghada,27.2574,33.8129,20.39,38,16,4.7,EG,1712791202
433,kintampo,8.0563,-1.7306,26.34,73,100,2.86,GH,1712791218
434,happy valley-goose bay,53.3168,-60.3315,3.17,52,0,1.54,CA,1712791212
435,vila velha,-20.3297,-40.2925,26.08,92,75,1.03,BR,1712790729
436,gubkinskiy,64.434,76.5026,-31.38,100,29,2.14,RU,1712791218
437,dihok,36.8695,42.994,12.25,88,100,2.84,IQ,1712791218
438,luganville,-15.5333,167.1667,29.21,73,44,1.01,VU,1712791014
439,al ghayzah,16.2079,52.176,26.25,74,4,3.04,YE,1712791219
440,san patricio,28.017,-97.5169,27.05,31,0,9.28,US,1712791155
441,malpica,43.3228,-8.8105,11.66,74,98,1.92,ES,1712791219
442,stornoway,58.2093,-6.3865,10.98,94,100,6.17,GB,1712791038
443,qui nhon,13.7667,109.2333,23.68,89,45,3.08,VN,1712791219
444,drahichyn,52.1874,25.1597,11.55,66,100,5.9,BY,1712791219
445,peace river,56.2501,-117.286,12.17,20,75,2.06,CA,1712791192
446,kayangel,8.0823,134.7173,28.06,76,75,6.17,PW,1712791219
447,yuzhno-kurilsk,44.0306,145.8556,4.65,76,23,2.88,RU,1712791025
448,mbandaka,0.0487,18.2603,24.58,79,64,1.03,CD,1712791220
449,littlefield,33.9173,-102.3249,18.32,23,0,7.4,US,1712791220
450,mogocha,53.7333,119.7667,-1.25,67,19,0.62,RU,1712791220
451,ryotsu-minato,38.0833,138.4333,10.78,54,51,1.19,JP,1712791220
452,san pedro pochutla,15.7333,-96.4667,30.75,47,29,3.11,MX,1712791035
453,i-n-salah,27.1935,2.4607,25.37,22,0,6.75,DZ,1712791221
454,rizokarpaso,35.6,34.375,17.19,80,9,2.49,CY,1712790975
455,banfora,10.6333,-4.7667,30.55,48,81,1.15,BF,1712791221
456,theunissen,-28.411,26.7011,10.07,67,0,3.79,ZA,1712791221
457,banda aceh,5.5577,95.3222,27.2,79,87,1.41,ID,1712791221
458,ujiie,36.6833,139.9667,10.45,60,27,1.66,JP,1712791221
459,ligaya,12.6599,120.8923,26.83,54,97,0.93,PH,1712791222
460,sao joao da barra,-21.6403,-41.0511,25.05,86,0,3.94,BR,1712791158
461,qiancheng,27.185,109.7654,16.96,97,100,0.81,CN,1712791222
462,bardai,11.65,7.2333,29.14,20,46,4.1,NG,1712791060
463,kapa'a,22.0752,-159.319,28.99,70,0,3.6,US,1712791025
464,holbaek,55.7167,11.7167,7.21,86,79,2.24,DK,1712791222
465,ar ruways,24.1103,52.7306,25.49,63,100,1.2,AE,1712791223
466,rockland,41.1668,-74.0496,17.81,73,90,0.45,US,1712791223
467,yuto,-23.6434,-64.4719,22.45,97,100,1.27,AR,1712791223
468,kalemie,-5.9475,29.1947,21.68,87,39,1.67,CD,1712791223
469,val-d'or,48.1002,-77.7828,13.05,50,40,1.54,CA,1712791223
470,ylitornio,66.3089,23.6773,1.58,91,93,4.99,FI,1712791223
471,sechura,-5.5569,-80.8222,26.53,62,80,6.79,PE,1712791223
472,bang mun nak,16.0278,100.3792,30.0,99,94,1.7,TH,1712791223
473,sao tome,0.3365,6.7273,28.42,80,87,3.28,ST,1712791224
474,bonthe,7.5264,-12.505,25.86,88,46,1.96,SL,1712791224
475,zhengjiatun,43.5064,123.5064,11.83,74,75,7.98,CN,1712791224
476,spring creek,40.7266,-115.5859,17.39,27,11,0.89,US,1712790924
477,glendive,47.1053,-104.7125,12.79,30,75,9.77,US,1712791224
478,tutoia,-2.7619,-42.2744,25.95,88,100,2.42,BR,1712791224
479,kaduy,59.2,37.15,13.52,92,100,4.83,RU,1712791224
480,san luis ixcan,15.7872,-91.095,36.91,28,16,1.08,GT,1712791224
481,oum hadjer,13.2954,19.6966,29.62,7,56,5.74,TD,1712791224
482,kokopo,-4.352,152.2633,26.08,87,100,1.58,PG,1712791224
483,diyadin,39.5406,43.6713,5.43,93,100,1.37,TR,1712791225
484,khandyga,62.6667,135.6,-4.78,90,99,2.15,RU,1712791225
485,pattaya,12.9333,100.8833,29.72,73,97,0.96,TH,1712791225
486,bela,25.9333,81.9833,27.31,24,67,3.73,IN,1712791225
487,juan griego,11.0817,-63.9655,26.46,78,18,6.24,VE,1712791225
488,blythe,33.6103,-114.5964,33.25,9,0,1.54,US,1712791225
489,boca suno,-0.7167,-77.1333,27.8,74,54,0.64,EC,1712791225
490,alliance,40.9153,-81.1059,15.72,94,100,2.82,US,1712791132
491,cadale,2.7603,46.3222,28.9,74,21,4.93,SO,1712791226
492,boguchany,58.3814,97.4531,-4.52,91,100,2.46,RU,1712791226
493,messina,38.1933,15.5497,16.21,74,75,5.66,IT,1712791089
494,sindirgi,39.2413,28.1784,10.19,97,7,1.79,TR,1712791226
495,touros,-5.1989,-35.4608,26.44,84,100,2.54,BR,1712791029
496,les sables-d'olonne,46.6667,-1.8333,11.44,89,100,3.37,FR,1712791226
497,nema,57.5067,50.5011,-1.4,95,72,1.69,RU,1712791226
498,manado,1.487,124.8455,26.43,89,20,1.03,ID,1712791226
499,berezovyy,51.6667,135.7,6.8,47,18,2.41,RU,1712791226
500,tralee,52.2704,-9.7026,12.51,93,100,4.16,IE,1712791227
501,nizhniy kuranakh,58.8353,125.4869,-1.66,85,24,1.8,RU,1712791227
502,charters towers,-20.1,146.2667,21.05,34,51,5.67,AU,1712791011
503,zyryanskoye,56.8306,86.6258,-5.83,82,57,2.67,RU,1712791227
504,akureyri,65.6835,-18.0878,-2.04,80,0,3.6,IS,1712791066
505,east ballina,-28.8667,153.5833,21.56,65,0,5.28,AU,1712791227
506,tchintabaraden,15.8969,5.7985,32.05,17,63,2.86,NE,1712791227
507,entebbe,0.0644,32.4469,20.97,84,98,2.06,UG,1712791227
508,salym,60.0625,71.4789,-9.73,93,100,2.04,RU,1712791009
509,bethanie,-26.4833,17.15,19.65,38,0,2.09,NA,1712791227
510,akrehamn,59.2667,5.1833,6.9,93,100,10.29,NO,1712791227
511,colonia,50.9333,6.95,10.46,72,0,1.54,DE,1712791196
512,tateyama,34.9833,139.8667,13.55,67,67,3.6,JP,1712791228
513,klaksvik,62.2266,-6.589,6.51,95,100,12.84,FO,1712791046
514,nieuw amsterdam,5.8833,-55.0833,27.01,89,20,1.03,SR,1712791228
515,las tablas,7.7667,-80.2833,27.87,99,80,2.85,PA,1712791228
516,rabaul,-4.1967,152.1721,26.78,84,100,2.13,PG,1712791228
517,gulf shores,30.246,-87.7008,20.59,94,75,6.17,US,1712791228
518,rio gallegos,-51.6226,-69.2181,7.62,67,61,7.07,AR,1712791078
519,canutama,-6.5339,-64.3831,24.61,97,45,1.02,BR,1712791228
520,pacific grove,36.6177,-121.9166,25.36,73,0,3.58,US,1712791004
521,khovd,48.0056,91.6419,4.46,47,100,2.59,MN,1712791229
522,dazhou,31.2159,107.5009,13.7,94,100,1.83,CN,1712791229
523,buala,-8.145,159.5921,29.48,74,100,1.38,SB,1712791012
524,talnakh,69.4865,88.3972,-32.11,100,82,1.77,RU,1712791172
525,masterton,-40.9597,175.6575,22.28,44,81,5.73,NZ,1712791065
526,olinda,-8.0089,-34.8553,26.85,94,40,1.54,BR,1712791086
527,egilsstadir,65.2653,-14.3948,2.95,75,75,4.12,IS,1712791229
528,yemetsk,63.4721,41.7941,3.89,95,100,5.37,RU,1712791229
529,morehead city,34.7229,-76.726,22.01,74,0,3.09,US,1712791035
530,sur,22.5667,59.5289,29.16,52,92,1.75,OM,1712791176
531,aden,12.7794,45.0367,27.26,80,0,4.31,YE,1712791014
532,sibay,52.7181,58.6658,4.56,89,65,1.79,RU,1712791230
533,liss,51.044,-0.8939,12.81,97,100,6.92,GB,1712791230
534,union,40.6334,-74.2663,19.26,74,100,5.14,US,1712791230
535,pangody,65.85,74.4859,-31.23,100,95,1.05,RU,1712791011
536,gisborne,-38.6533,178.0042,21.79,63,84,5.63,NZ,1712791028
537,worland,44.0169,-107.9554,11.45,35,0,5.14,US,1712791230
538,cockburn town,21.4612,-71.1419,25.06,70,15,10.51,TC,1712791230
539,bluewater,34.1745,-114.2713,32.55,9,5,5.32,US,1712791230
540,tippi,7.2,35.45,20.17,85,87,1.51,ET,1712791230
541,itoman,26.1247,127.6694,22.43,75,20,5.14,JP,1712791084
542,nyurba,63.2842,118.3319,-6.84,95,100,4.87,RU,1712791013
543,kilindoni,-7.9139,39.6668,27.71,82,100,1.97,TZ,1712791231
544,kargil,34.5667,76.1,-8.44,82,100,0.59,IN,1712791231
545,markovo,57.3206,107.0881,3.05,97,100,4.6,RU,1712791078
546,giddings,30.1827,-96.9364,20.71,56,100,3.09,US,1712791140
547,baiti,13.745,-14.7482,30.28,28,0,5.99,SN,1712791231
548,ubari,26.5921,12.7805,24.3,17,100,6.67,LY,1712791231
549,suva,-18.1416,178.4415,29.71,74,75,4.12,FJ,1712791231
550,koton-karfe,8.1,6.8,31.04,45,98,1.67,NG,1712791231
551,kerikeri,-35.2268,173.9474,21.06,92,100,6.76,NZ,1712791232
552,igrim,63.1906,64.4162,-16.9,97,8,1.61,RU,1712791232
553,tommot,58.9564,126.2925,-4.54,90,78,1.27,RU,1712791232
554,logan,41.7355,-111.8344,16.69,39,75,3.6,US,1712791189
555,pocoes,-14.5297,-40.3653,20.26,97,95,2.17,BR,1712791232
556,puerto deseado,-47.7503,-65.8938,8.4,65,6,2.65,AR,1712791232
557,vilyuysk,63.7553,121.6247,-1.67,93,100,3.13,RU,1712791232
558,onguday,50.75,86.15,2.2,88,96,0.9,RU,1712791082
559,moberly,39.4184,-92.4382,18.57,39,100,4.63,US,1712791232
560,patan,27.6667,85.3333,13.21,62,20,2.06,NP,1712791232
561,dryden,49.7833,-92.7503,13.16,41,40,1.54,CA,1712791232
562,nyala,12.05,24.8833,26.1,10,0,4.72,SD,1712791232
563,asaita,11.5636,41.4394,30.62,54,0,3.64,ET,1712791233
564,paracuru,-3.41,-39.0306,28.39,89,100,3.33,BR,1712791233
